Прізвище;Ім'я;По-батькові;Стать;Дата народження;Посада;Місто проживання;Адреса проживання;Телефон;Email
Ісаєнко;Орест;Сергійович;Ч;1965-09-27;Біолог; Чугуїв;сквер Студентський, буд. 4, Чугуїв, 95556;+380 30 682-85-19;iaryna02@example.net
Малишко;Юстина;Аркадіївна;Ж;1964-05-22;Краєзнавець; Іловайськ;проспект Мечникова, буд. 810, Іловайськ, 89990;+380 32 707 15 43;viacheslavmalyshko@example.org
Баранник;Михайлина;Вікторівна;Ж;1966-11-08;Локсмайстер; Апостолове;проспект Ясна, буд. 118 кв. 7, Апостолове, 98724;+380 83 966-40-60;andrii57@example.org
Носаченко;Еріка;Вікторівна;Ж;2007-04-01;Композитор; Благовіщенське;набережна Мирна, буд. 00 кв. 1, Благовіщенське, 72091;+380 (51) 834-17-03;chaikaviktor@example.org
Забара;Ярослав;Федорович;Ч;1958-03-02;Скульптор; Новий Буг;провулок Василя Кандинського 2-й, буд. 60, Новий Буг, 78293;028 804-55-32;esalii@example.com
Аронець;Захар;Сергійович;Ч;1975-09-01;Євнух; Білогірськ;вулиця Лїнія 1-ша, буд. 564 кв. 834, Білогірськ, 74423;+380 49 542-62-96;iosypbaida@example.com
Колісниченко;Антон;Андрійович;Ч;2005-07-11;Ветеринар; Рахів;проспект Дальній, буд. 10 кв. 8, Рахів, 36857;000 531-03-09;nestaikoopanas@example.net
Дробʼязко;Тарас;Анатолійович;Ч;1995-03-03;Кінокритик; Красногорівка;сквер Чорноморський 11-й, буд. 50 кв. 60, Красногорівка, 58995;040 068-74-07;liliiachalyi@example.com
Гаврилів;Тереза;Сергіївна;Ж;2006-02-05;Хімік; Теплодар;проспект Строганов міст, буд. 5, Теплодар, 47453;+380 (97) 732-92-65;boleslav65@example.com
Фурс;Вʼячеслав;Юрійович;Ч;1989-04-23;Науковець; Миколаїв;провулок Щоглова, буд. 41 кв. 81, Миколаїв, 43789;064 518 32 26;abandura@example.net
Дзиндра;Захар;Ярославович;Ч;1989-07-13;Продюсер; Монастирище;набережна Лютневий 1-й, буд. 05, Монастирище, 49499;046 110-06-76;myroslavabramchuk@example.net
Дзиндра;Марія;Іванівна;Ж;1954-07-13;Кухар; Чернівці;шосе Баштанна, буд. 9, Чернівці, 21049;+380 54 305 73 69;oksana83@example.com
Андрощук;Єлисей;Володимирович;Ч;1985-09-27;Прокурор; Дрогобич;вулиця Парковий, буд. 591 кв. 6, Дрогобич, 37763;004 126-11-12;artymfedir@example.org
Свириденко;Варфоломій;Ярославович;Ч;1992-09-05;Машиніст; Батурин;вулиця Пересипська 7-ма, буд. 8, Батурин, 74638;919-43-87;vladyslav95@example.org
Талан;Одарка;Кузьмівна;Ж;1954-03-01;Драматург; Христинівка;вулиця Проточний, буд. 14 кв. 520, Христинівка, 41365;+380 (15) 295-93-23;ivenhrynovych@example.net
Жук;Арсен;Федорович;Ч;1982-11-05;Сценарист; Родинське;сквер Вершинна, буд. 11 кв. 73, Родинське, 05858;549-57-56;zhuzenko@example.com
Тихий;Віра;Михайлівна;Ж;1994-11-22;Бізнесмен; Березівка;сквер Прохоровський, буд. 38 кв. 340, Березівка, 08168;+380 63 103-75-34;solomonliashko@example.org
Цісик;Роман;Дмитрович;Ч;1996-03-22;Локсмайстер; Керч;сквер Лузанівський, буд. 96 кв. 1, Керч, 34651;+380 42 131-18-73;kostiantynizhakevych@example.org
Бабариченко;Демид;Олександрович;Ч;1952-07-20;Стропальник; Вашківці;провулок 6-та Суворовська, буд. 007, Вашківці, 36494;601-32-24;chubaiokseniia@example.net
Верес;Камілла;Володимирівна;Ж;1992-08-03;Стиліст; Сміла;набережна Ширшова, буд. 7, Сміла, 45858;006 946 79 33;karasamvrosii@example.com
Шило;Марина;Кузьмівна;Ж;1976-03-21;Бібліограф; Біляївка;проспект Косовський, буд. 210, Біляївка, 03814;213-82-86;iemetsviktoriia@example.net
Скорик;Валентина;Михайлівна;Ж;1972-03-23;Ґрунтознавець; Ужгород;узвіз Платанова, буд. 0, Ужгород, 24229;803-60-06;zhuravelmarko@example.org
Худяк;Йосип;Борисович;Ч;1973-03-09;Музичний редактор; Перемишляни;проспект ім. К.Г. Паустовського, буд. 0 кв. 4, Перемишляни, 14832;023 896 60 71;wteslia@example.org
Скиба;Адам;Георгійович;Ч;1999-03-08;Астронавт; Ізюм;парк Шебелінський, буд. 7 кв. 94, Ізюм, 55248;761-52-50;demydshvedchenko@example.org
Верес;Олесь;Олександрович;Ч;1957-04-10;Парфюмер; Яготин;шосе Лиманчик 2-й Лінія 11-та, буд. 02, Яготин, 90674;316 62 50;volodymyra50@example.net
Скопенко;Наталія;Георгіївна;Ж;1991-04-22;Дерун; Червоноград;шосе Романтиків, буд. 645 кв. 85, Червоноград, 61559;081 075 87 88;tereza02@example.net
Хмара;Михайлина;Георгіївна;Ж;1961-05-08;Акушер; Сквира;набережна Світанку, буд. 34, Сквира, 82855;071 649-50-56;gandriienko@example.org
Кальченко;Пантелеймон;Аркадійович;Ч;1968-11-07;Кіноактор; Очаків;сквер Проїзний 3-й, буд. 1, Очаків, 92075;069 24 34;heorhiimalyk@example.net
Дубина;Костянтин;Вікторович;Ч;1946-10-09;Фотограф; Антрацит ;набережна Проточний, буд. 23 кв. 813, Антрацит , 50760;087 199 77 80;rderevianko@example.org
Бабʼяк;Павло;Юрійович;Ч;1967-12-14;Піаніст; Білопілля;набережна Куликове поле, буд. 274 кв. 441, Білопілля, 55773;086 041 61 19;oleksa70@example.org
Ємельяненко;Йосип;Володимирович;Ч;2004-12-28;Електрик; Рогатин;шосе Тролейбусна, буд. 654, Рогатин, 89243;+380 51 133-62-39;bohuslava85@example.org
Ісаєнко;Аарон;Олександрович;Ч;1984-06-25;Музикант; Київ;площа Космонавтів, буд. 155 кв. 89, Київ, 03364;132-18-30;irena09@example.net
Авраменко;Марта;Вікторівна;Ж;1942-01-20;Музикант; Тиврів;узвіз Український 2-й, буд. 07 кв. 558, Тиврів, 48087;+380 12 887 68 65;whavrylenko@example.org
Журавель;Вадим;Федорович;Ч;1976-10-25;Бібліотекар; Моршин;сквер Ляпунова, буд. 0 кв. 1, Моршин, 98546;425 49 39;bhohol@example.net
Зарудний;Адам;Борисович;Ч;1952-06-29;Диригент; Самбір;площа Тепличний 1-й, буд. 0 кв. 8, Самбір, 66897;468 48 59;jhavryshkevych@example.com
Онищенко;Єфрем;Андрійович;Ч;1999-06-08;Лікар; Приморськ (Україна);проспект Крайня, буд. 71 кв. 04, Приморськ (Україна), 28118;+380 (28) 670-07-66;svystunoles@example.net
Шухевич;Клавдія;Борисівна;Ж;1970-05-05;Правник; Свалява;сквер Шкільний аеродром, буд. 12, Свалява, 75098;+380 (87) 600-87-16;mvasylechko@example.org
Пелех;Володимир;Вікторович;Ч;1967-11-25;Мистецтвознавець; Сарни;провулок Кримська, буд. 19 кв. 30, Сарни, 82674;457-91-84;lukian40@example.org
Колісниченко;Ірина;Аркадіївна;Ж;1975-02-07;Електромонтажник; Енергодар;проспект Шолохова, буд. 94, Енергодар, 50447;034 795-27-07;havrylenkohordii@example.net
Заруба;Гаврило;Вікторович;Ч;1980-02-22;Кур'єр; Білогірськ;проспект Писарева, буд. 79, Білогірськ, 03876;+380 67 981-17-84;nchekaliuk@example.com
Артимович;Степан;Ярославович;Ч;1975-08-19;Професор; Слов'янськ;вулиця Рекордний, буд. 360, Слов'янськ, 41214;+380 51 971 20 83;tryhubvitalii@example.org
Удовиченко;Симон;Михайлович;Ч;1978-04-14;Астронавт; Нововолинськ;парк Більшовицький, буд. 99, Нововолинськ, 38399;+380 67 246 69 35;lkybkalo@example.net
Худяк;Наталія;Сергіївна;Ж;1972-04-12;Бібліограф; Бережани;парк Тіниста, буд. 000, Бережани, 58965;037 544-05-78;snizhanachumachenko@example.org
Овсієнко;Йосип;Федорович;Ч;1977-04-09;Археолог; Стебник;набережна Старосінна, буд. 3 кв. 08, Стебник, 71930;071 675 59 54;trokhymshvachka@example.com
Василенко;Борислав;Дмитрович;Ч;1995-02-12;Музикознавець; Дубровиця;площа Чорноморський 2-й, буд. 2, Дубровиця, 09567;018 559 67 51;varvaralaba@example.net
Авраменко;Анжела;Євгенівна;Ж;1951-08-23;Математик; Радивилів;узвіз Артилерійський 2-й, буд. 5 кв. 81, Радивилів, 04340;084 903 31 81;feofan17@example.com
Ейбоженко;Аркадій;Анатолійович;Ч;1996-11-17;Слідчий; Феодосія;узвіз Чернігівська, буд. 60, Феодосія, 20140;022 131 27 46;iukhym02@example.org
Атаманюк;Аврелій;Васильович;Ч;2003-03-21;Музикознавець; Славута;набережна Відважних, буд. 8, Славута, 76527;+380 (57) 965-49-59;andrii65@example.org
Василашко;Орест;Ярославович;Ч;1943-05-20;Сантехнік; Світловодськ;сквер Вернидуба, буд. 1 кв. 8, Світловодськ, 50488;056 625-74-44;baranmakar@example.net
Дацюк;Святослава;Михайлівна;Ж;1963-05-30;Біолог; Бахмут;провулок Академіка Вільямса, буд. 3, Бахмут, 16335;021 018 74 41;anita98@example.net
Базавлученко;Марко;Євгенович;Ч;1941-08-04;Кухар; Макіївка;проспект Макаренка, буд. 9 кв. 3, Макіївка, 21605;+380 75 718-01-37;hutsuliakvasylyna@example.com
Засядько;Нестор;Вікторович;Ч;1965-05-24;Стропальник; Косів;шосе 12-та Лінія 6-й ст. Люстдорфської дороги, буд. 099 кв. 21, Косів, 01156;+380 (91) 094-24-72;zhaivoronalevtyn@example.com
Артюшенко;Василина;Андріївна;Ж;1965-03-04;Слідчий; Добропілля;набережна Тополина, буд. 6, Добропілля, 99941;+380 83 494-98-06;avhustynkolodub@example.net
